"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"17611","CS17623",43,"Private",10,"D","Husband","Service","White",40,48.54,"universitaria","m"
"17612","CS17624",25,"Private",13,"S","Not-in-family","Service","White",40.5,49.98,"universitaria","m"
"17613","CS17625",41,"Private",9,"M","Not-in-family","Blue-Collar","White",50,53.25,"secundaria","m"
"17614","CS17626",30,"Private",13,"M","Husband","Professional","White",45.5,54.01,"universitaria","m"
"17615","CS17627",26,"Private",13,"S","Husband","White-Collar","White",45,52.7,"universitaria","m"
"17616","CS17628",52,"Private",7,"M","Not-in-family","Blue-Collar","Other",40,41.34,"secundaria","m"
"17617","CS17629",32,"Private",13,"S","Husband","Professional","White",45.5,38.88,"universitaria","f"
"17618","CS17630",33,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,53.5,"secundaria","m"
"17619","CS17631",35,"Private",9,"M","Husband","Blue-Collar","White",55.5,58.11,"secundaria","m"
"17620","CS17632",48,"Private",9,"W","Husband","Service","White",44.5,37.03,"secundaria","f"
"17621","CS17633",62,"Self-Employed",4,"M","Not-in-family","Sales","White",5.5,48.75,"primaria","m"
"17622","CS17634",40,"Self-Employed",12,"S","Husband","Professional","Black",2,39.3,"universitaria","f"
"17623","CS17635",41,"Other/Unknown",10,"W","Own-child","Other/Unknown","White",20.5,31.82,"universitaria","f"
"17624","CS17636",28,"Private",3,"S","Not-in-family","Service","White",40.5,31.26,"primaria","f"
"17625","CS17637",23,"Private",10,"S","Not-in-family","Service","White",30.5,39.14,"universitaria","f"
"17626","CS17638",50,"Government",13,"M","Not-in-family","White-Collar","White",40.5,64.17,"universitaria","m"
"17627","CS17639",51,"Government",10,"D","Husband","White-Collar","White",35,53.55,"universitaria","f"
"17628","CS17640",63,"Self-Employed",10,"M","Unmarried","Service","White",48,48.91,"universitaria","m"
"17629","CS17641",63,"Government",9,"W","Husband","White-Collar","White",40.5,48.44,"secundaria","f"
"17630","CS17642",40,"Private",9,"D","Not-in-family","Sales","White",60.5,47.13,"secundaria","m"
"17631","CS17643",20,"Other/Unknown",7,"D","Not-in-family","Other/Unknown","White",40,35.32,"secundaria","f"
"17632","CS17644",61,"Other/Unknown",10,"M","Not-in-family","Other/Unknown","White",30.5,49.26,"universitaria","m"
"17633","CS17645",40,"Private",9,"S","Husband","Blue-Collar","White",40,53.76,"secundaria","m"
"17634","CS17646",41,"Private",13,"M","Not-in-family","Professional","White",15.5,45.9,"universitaria","f"
"17635","CS17647",41,"Private",13,"S","Wife","Blue-Collar","Black",40,44.98,"universitaria","m"
"17636","CS17648",27,"Other/Unknown",13,"M","Not-in-family","Other/Unknown","White",24,41.45,"universitaria","f"
"17637","CS17649",20,"Government",10,"S","Wife","Professional","White",15,41.48,"universitaria","f"
"17638","CS17650",28,"Private",13,"M","Own-child","White-Collar","White",40,59.76,"universitaria","m"
"17639","CS17651",35,"Private",9,"M","Husband","Blue-Collar","White",40,53.37,"secundaria","m"
"17640","CS17652",31,"Private",13,"M","Husband","White-Collar","White",40.5,60.06,"universitaria","m"
"17641","CS17653",34,"Private",13,"M","Husband","Sales","White",50.5,51.96,"universitaria","m"
"17642","CS17654",57,"Private",14,"M","Husband","White-Collar","White",50.5,56.93,"postuniversitaria","m"
"17643","CS17655",28,"Private",9,"S","Husband","Blue-Collar","White",40.5,41.2,"secundaria","f"
"17644","CS17656",38,"Private",10,"M","Not-in-family","Service","White",40,52.69,"universitaria","m"
"17645","CS17657",37,"Private",11,"S","Husband","Service","White",40.5,50.62,"universitaria","m"
"17646","CS17658",43,"Government",10,"D","Not-in-family","White-Collar","Black",40,50.54,"universitaria","f"
"17647","CS17659",26,"Self-Employed",9,"M","Not-in-family","White-Collar","White",40,56.25,"secundaria","m"
"17648","CS17660",26,"Private",10,"M","Husband","Blue-Collar","Black",65,48.11,"universitaria","m"
"17649","CS17661",27,"Private",11,"M","Husband","Blue-Collar","White",50.5,57.75,"universitaria","m"
"17650","CS17662",33,"Private",13,"M","Husband","Professional","White",45,52.42,"universitaria","m"
"17651","CS17663",45,"Private",13,"S","Husband","Professional","White",40,41.47,"universitaria","f"
"17652","CS17664",65,"Private",13,"M","Not-in-family","Service","White",20.5,53.38,"universitaria","m"
"17653","CS17665",57,"Self-Employed",10,"M","Husband","Sales","White",45.5,50.19,"universitaria","m"
"17654","CS17666",59,"Private",9,"D","Husband","Service","White",38,38.62,"secundaria","f"
"17655","CS17667",18,"Private",10,"S","Not-in-family","Service","White",26.5,44.45,"universitaria","m"
"17656","CS17668",44,"Government",8,"M","Own-child","Blue-Collar","White",40,59.99,"secundaria","m"
"17657","CS17669",37,"Private",10,"S","Husband","Blue-Collar","White",40.5,53.03,"universitaria","m"
"17658","CS17670",27,"Private",9,"M","Not-in-family","Service","White",40.5,52.4,"secundaria","m"
"17659","CS17671",43,"Government",13,"M","Husband","Professional","White",45.5,50.65,"universitaria","f"
"17660","CS17672",59,"Self-Employed",15,"M","Wife","Professional","White",40,57.99,"postuniversitaria","m"
"17661","CS17673",19,"Private",9,"S","Husband","Blue-Collar","White",40.5,55.47,"secundaria","m"
"17662","CS17674",36,"Government",9,"S","Not-in-family","White-Collar","Black",NA,50.89,"secundaria","m"
"17663","CS17675",37.3573817486861,"Self-Employed",10,"M","Unmarried","Sales","White",40.5,49.1,"universitaria","m"
"17664","CS17676",63,"Private",7,"W","Husband","Sales","White",30.5,38.15,"secundaria","f"
"17665","CS17677",37,"Private",10,"M","Not-in-family","White-Collar","White",57,55.66,"universitaria","m"
"17666","CS17678",46,"Government",14,"D","Husband","Professional","White",60,46.95,"postuniversitaria","f"
"17667","CS17679",31,"Private",12,"D","Not-in-family","White-Collar","White",35,45.48,"universitaria","f"
"17668","CS17680",23,"Private",9,"S","Unmarried","Service","White",40.5,45.34,"secundaria","m"
"17669","CS17681",22,"Private",10,"S","Own-child","Sales","White",30.5,47.87,"universitaria","m"
"17670","CS17682",49,"Private",9,"M","Not-in-family","Sales","White",44.5,54.31,"secundaria","m"
"17671","CS17683",36,"Private",9,"D","Husband","White-Collar","Black",40.5,44.22,"secundaria","f"
"17672","CS17684",38,"Private",10,"D","Unmarried","White-Collar","White",50.5,53.7,"universitaria","m"
"17673","CS17685",46,"Government",14,"M","Not-in-family","White-Collar","White",45.5,64.96,"postuniversitaria","m"
"17674","CS17686",24,"Private",12,"S","Husband","White-Collar","White",40.5,41.11,"universitaria","f"
"17675","CS17687",26,"Private",13,"S","Own-child","White-Collar","Black",40,44.72,"universitaria","f"
"17676","CS17688",47,"Private",4,"M","Own-child","Blue-Collar","Other",40.5,36.1,"primaria","f"
"17677","CS17689",40,"Private",10,"M","Wife","Blue-Collar","White",40.5,55.67,"universitaria","m"
"17678","CS17690",31,"Government",14,"S","Husband","Professional","White",50.5,40.39,"postuniversitaria","f"
"17679","CS17691",42,"Private",3,"M","Not-in-family","Blue-Collar","White",35.5,54.49,"primaria","m"
"17680","CS17692",48,"Self-Employed",11,"M","Not-in-family","Blue-Collar","White",70,53.98,"universitaria","m"
"17681","CS17693",56,"Private",10,"X","Husband","Service","Black",38.5,39.66,"universitaria","f"
"17682","CS17694",50,"Private",9,"M","Unmarried","Service","White",40,51.05,"secundaria","m"
"17683","CS17695",17,"Private",6,"S","Husband","Blue-Collar","White",20.5,45.03,"primaria","m"
"17684","CS17696",21,"Private",9,"S","Own-child","Service","Black",25.5,40.4,"secundaria","m"
"17685","CS17697",50,"Private",9,"D","Other-relative","White-Collar","White",40.5,43.26,"secundaria","f"
"17686","CS17698",49,"Private",9,"D","Not-in-family","Sales","White",32.5,35.84,"secundaria","f"
"17687","CS17699",34,"Private",9,"M","Not-in-family","Sales","White",15,45.07,"secundaria","f"
"17688","CS17700",32,"Self-Employed",9,"M","Wife","Sales","White",60.5,50.89,"secundaria","m"
"17689","CS17701",28,"Private",10,"M","Husband","White-Collar","White",40.5,57.53,"universitaria","m"
"17690","CS17702",62,"Self-Employed",13,"M","Husband","White-Collar","White",50.5,58.67,"universitaria","m"
"17691","CS17703",23,"Private",13,"S","Husband","Professional","White",15,45.86,"universitaria","m"
"17692","CS17704",24,"Government",14,"S","Not-in-family","Professional","Black",40,45.3,"postuniversitaria","f"
"17693","CS17705",31,"Private",11,"M","Not-in-family","Professional","White",40.5,43.66,"universitaria","f"
"17694","CS17706",36,"Private",9,"M","Wife","Blue-Collar","White",40.5,54.98,"secundaria","m"
"17695","CS17707",58,"Private",12,"M","Husband","Service","White",35.5,44.55,"universitaria","f"
"17696","CS17708",46,"Other/Unknown",3,"M","Other-relative","Other/Unknown","White",40.5,38.15,"primaria","f"
"17697","CS17709",39,"Private",14,"M","Wife","Professional","White",40,55.47,"postuniversitaria","m"
"17698","CS17710",48,"Other/Unknown",9,"S","Husband","Other/Unknown","White",18,33.86,"secundaria","f"
"17699","CS17711",21,"Private",9,"S","Own-child","Blue-Collar","White",42.5,50.66,"secundaria","m"
"17700","CS17712",39,"Private",9,"M","Not-in-family","Blue-Collar","White",40,52.7,"secundaria","m"
"17701","CS17713",21,"Private",10,"S","Husband","Sales","White",35,38.14,"universitaria","f"
"17702","CS17714",33,"Private",11,"M","Own-child","Professional","White",40.5,53.54,"universitaria","m"
"17703","CS17715",37,"Private",9,"M","Husband","Blue-Collar","White",50.5,54.04,"secundaria","m"
"17704","CS17716",29,"Government",9,"S","Husband","Service","White",40.5,40.8,"secundaria","f"
"17705","CS17717",30,"Other/Unknown",13,"M","Unmarried","Other/Unknown","Other",40.5,32.5,"universitaria","f"
"17706","CS17718",43,"Private",9,"D","Wife","Blue-Collar","White",40.5,42.79,"secundaria","f"
"17707","CS17719",22,"Private",9,"S","Own-child","Blue-Collar","White",40,50.7,"secundaria","m"
"17708","CS17720",25,"Private",14,"S","Own-child","Professional","White",40.5,39.92,"postuniversitaria","f"
"17709","CS17721",37.3573817486861,"Government",10,"M","Own-child","Service","White",40,58.63,"universitaria","m"
"17710","CS17722",17,"Private",7,"S","Husband","Service","White",25,36.35,"secundaria","f"
"17711","CS17723",18,"Other/Unknown",7,"S","Own-child","Other/Unknown","White",12.5,44.57,"secundaria","m"
"17712","CS17724",54,"Private",9,"W","Own-child","Blue-Collar","White",40,39.59,"secundaria","f"
"17713","CS17725",65,"Other/Unknown",9,"M","Unmarried","Other/Unknown","White",45,49.36,"secundaria","m"
"17714","CS17726",28,"Private",8,"M","Husband","Blue-Collar","Other",40,48.31,"secundaria","m"
"17715","CS17727",27,"Government",11,"S","Other-relative","Service","White",38.5,42.37,"universitaria","f"
"17716","CS17728",35,"Private",12,"D","Own-child","Blue-Collar","White",45.5,54.34,"universitaria","m"
"17717","CS17729",38,"Private",11,"M","Unmarried","Service","White",40,47.6,"universitaria","f"
"17718","CS17730",33,"Government",9,"M","Wife","Service","White",40.5,56.37,"secundaria","m"
"17719","CS17731",26,"Private",9,"S","Husband","Blue-Collar","White",40,51.45,"secundaria","m"
"17720","CS17732",56,"Self-Employed",10,"M","Own-child","Sales","White",60,40.41,"universitaria","f"
"17721","CS17733",38,"Private",13,"M","Wife","Professional","Amer-Indian-Eskimo",70.5,47.58,"universitaria","m"
"17722","CS17734",51,"Self-Employed",10,"M","Husband","Professional","White",60,37.89,"universitaria","f"
"17723","CS17735",26,"Private",10,"S","Wife","Service","White",50,37.63,"universitaria","f"
"17724","CS17736",33,"Private",13,"M","Not-in-family","White-Collar","White",55.5,57.62,"universitaria","m"
"17725","CS17737",44,"Private",4,"M","Husband","Blue-Collar","White",50,55.94,"primaria","m"
"17726","CS17738",36,"Private",5,"D","Husband","Sales","White",40,36.69,"primaria","f"
"17727","CS17739",42,"Private",10,"D","Not-in-family","Blue-Collar","White",40,56.55,"universitaria","m"
"17728","CS17740",44,"Private",12,"M","Unmarried","Professional","White",40,52.71,"universitaria","m"
"17729","CS17741",44,"Private",13,"M","Husband","Blue-Collar","White",55.5,57.36,"universitaria","m"
"17730","CS17742",21,"Private",10,"S","Husband","Sales","White",20.5,37.67,"universitaria","f"
"17731","CS17743",41,"Private",10,"M","Own-child","Sales","White",50,51.09,"universitaria","m"
"17732","CS17744",41,"Private",16,"M","Husband","White-Collar","White",50.5,59.44,"postuniversitaria","m"
"17733","CS17745",62,"Private",11,"M","Husband","Professional","White",50.5,57.31,"universitaria","m"
"17734","CS17746",27,"Private",7,"X","Husband","Blue-Collar","White",45.5,51.33,"secundaria","m"
"17735","CS17747",38,"Private",13,"M","Not-in-family","Professional","White",40,55.87,"universitaria","m"
"17736","CS17748",60,"Private",10,"X","Husband","Blue-Collar","Amer-Indian-Eskimo",30,40.62,"universitaria","f"
"17737","CS17749",24,"Private",8,"S","Not-in-family","Blue-Collar","White",40.5,49.47,"secundaria","m"
"17738","CS17750",24,"Other/Unknown",9,"M","Unmarried","Other/Unknown","White",40.5,49.06,"secundaria","m"
"17739","CS17751",22,"Private",9,"S","Husband","Blue-Collar","White",40,48.68,"secundaria","m"
"17740","CS17752",32,"Other/Unknown",10,"S","Own-child","Other/Unknown","White",40,35.44,"universitaria","f"
"17741","CS17753",22,"Private",2,"S","Unmarried","Blue-Collar","White",24,47.16,"primaria","m"
"17742","CS17754",51,"Private",13,"M","Not-in-family","Professional","White",40.5,60.09,"universitaria","m"
"17743","CS17755",31,"Private",14,"M","Husband","White-Collar","White",48,59.68,"postuniversitaria","m"
"17744","CS17756",42,"Government",15,"M","Husband","White-Collar","White",55.5,66.4,"postuniversitaria","m"
"17745","CS17757",48,"Other/Unknown",12,"D","Husband","Other/Unknown","White",40.5,36.01,"universitaria","f"
"17746","CS17758",49,"Private",9,"M","Not-in-family","Blue-Collar","White",43,55.67,"secundaria","m"
"17747","CS17759",37,"Government",13,"S","Husband","Service","White",42.5,44.13,"universitaria","f"
"17748","CS17760",37,"Self-Employed",15,"M","Own-child","Professional","White",45.5,52.91,"postuniversitaria","m"
"17749","CS17761",37.3573817486861,"Private",13,"M","Husband","Service","White",40.5,54.73,"universitaria","m"
"17750","CS17762",18,"Other/Unknown",9,"S","Husband","Other/Unknown","White",24,36.82,"secundaria","f"
"17751","CS17763",46,"Private",11,"X","Own-child","Blue-Collar","Black",40.5,42.68,"universitaria","f"
"17752","CS17764",52,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,52.14,"secundaria","m"
"17753","CS17765",23,"Private",9,"S","Husband","Blue-Collar","White",40.5,53.54,"secundaria","m"
"17754","CS17766",37.3573817486861,"Private",9,"W","Not-in-family","White-Collar","White",38.5,53.79,"secundaria","m"
"17755","CS17767",19,"Private",10,"S","Unmarried","Sales","White",25.5,35.73,"universitaria","f"
"17756","CS17768",37,"Private",13,"S","Own-child","Professional","White",45.5,41.19,"universitaria","f"
"17757","CS17769",42,"Self-Employed",9,"M","Not-in-family","White-Collar","White",60.5,55.92,"secundaria","m"
"17758","CS17770",39,"Self-Employed",10,"M","Husband","Service","Black",40,41.82,"universitaria","m"
"17759","CS17771",54,"Private",9,"M","Husband","Sales","White",40.5,51.84,"secundaria","m"
"17760","CS17772",46,"Private",9,"M","Husband","Blue-Collar","White",40,57.65,"secundaria","m"
"17761","CS17773",47,"Other/Unknown",9,"X","Husband","Other/Unknown","Black",32.5,38.34,"secundaria","f"
"17762","CS17774",33,"Private",9,"S","Unmarried","Service","Black",40,38.54,"secundaria","f"
"17763","CS17775",37.3573817486861,"Self-Employed",10,"W","Unmarried","Blue-Collar","White",14.5,40.53,"universitaria","f"
"17764","CS17776",21,"Private",10,"S","Not-in-family","Blue-Collar","White",40.5,50.84,"universitaria","m"
"17765","CS17777",27,"Private",9,"S","Own-child","Blue-Collar","Black",48.5,39.21,"secundaria","m"
"17766","CS17778",39,"Private",9,"M","Other-relative","White-Collar","White",40.5,55.39,"secundaria","m"
"17767","CS17779",23,"Private",10,"D","Husband","White-Collar","Black",40.5,42.71,"universitaria","m"
"17768","CS17780",26,"Private",11,"D","Not-in-family","Professional","White",36,42.52,"universitaria","f"
"17769","CS17781",42,"Private",16,"M","Unmarried","Professional","Amer-Indian-Eskimo",40,43.6,"postuniversitaria","f"
"17770","CS17782",36,"Private",9,"D","Unmarried","Blue-Collar","White",40.5,52.77,"secundaria","m"
"17771","CS17783",24,"Private",9,"S","Unmarried","Blue-Collar","White",40.5,48.35,"secundaria","m"
"17772","CS17784",35,"Private",5,"M","Unmarried","Service","White",40,52.1,"primaria","m"
"17773","CS17785",42,"Private",9,"D","Husband","Blue-Collar","Black",40,46.06,"secundaria","f"
"17774","CS17786",37,"Private",11,"M","Unmarried","Blue-Collar","White",44,54.82,"universitaria","m"
"17775","CS17787",41,"Private",16,"M","Husband","Professional","White",50,56.71,"postuniversitaria","m"
"17776","CS17788",27,"Private",11,"S","Husband","Blue-Collar","Black",40.5,40.04,"universitaria","f"
"17777","CS17789",42,"Self-Employed",15,"M","Unmarried","Professional","White",50.5,52.6,"postuniversitaria","m"
"17778","CS17790",44,"Other/Unknown",13,"M","Husband","Other/Unknown","White",16.5,38.03,"universitaria","f"
