"CS_ID";"age";"workclass";"fnlwgt";"education_num";"marital_status";"relationship";"occupation";"race";"sex";"capital_gain";"capital_loss";"hours_per_week";"income"
"CS19592";28;" Government";315834;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;1876;"40 h";"58,32 Milers d'euros"
"CS19593";36;" Private";214881;9;" Divorced";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"51,41 Milers d'euros"
"CS19594";44;" Self-Employed";195516;13;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"52,03 Milers d'euros"
"CS19595";51;" Private";218653;13;" Married";"Own-child";" White-Collar";" White";" Female";0;0;"20 h";"48,37 Milers d'euros"
"CS19596";40;" Private";87205;10;" Divorced";"Wife";" Professional";" Black";" Female";7688;0;"38 h";"40,42 Milers d'euros"
"CS19597";19;" Private";164647;9;" Single";"Unmarried";" Blue-Collar";" White";" Female";0;0;"40,5 h";"42520 euros"
"CS19598";54;" Private";129151;10;" Married";"Not-in-family";" Professional";" White";" Female";0;0;"40,5 h";"45,06 Milers d'euros"
"CS19599";55;" Self-Employed";319697;9;" Divorced";"Wife";" Blue-Collar";" White";" Male";0;0;"40,5 h";"52,64 Milers d'euros"
"CS19600";57;" Private";193374;11;" Widowed";"Not-in-family";" Professional";" White";" Female";0;0;"40,5 h";"40,53 Milers d'euros"
"CS19601";29;" Private";167864;10;" Separated";"Not-in-family";" Service";" White";" Female";0;0;"30 h";"39,14 Milers d'euros"
"CS19602";51;" Private";197932;9;" Divorced";"Not-in-family";" Sales";" White";" Female";0;0;"43,5 h";"39,81 Milers d'euros"
"CS19603";44;" Private";102904;9;" Divorced";"Unmarried";" Service";" White";" Male";0;0;"37 h";"49,75 Milers d'euros"
"CS19604";35;" Government";216907;11;" Married";"Not-in-family";" Service";" White";" Male";0;0;"42,5 h";"56,03 Milers d'euros"
"CS19605";40;" Private";331395;9;" Divorced";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56 Milers d'euros"
"CS19606";46;" Private";171424;4;" Separated";"Not-in-family";" Service";" White";" Female";0;0;"32,5 h";"34,57 Milers d'euros"
"CS19607";25;" Private";35406;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"60 h";"55,31 Milers d'euros"
"CS19608";33;" Private";238964;13;" Single";"Husband";" Professional";" White";" Male";0;0;"36 h";"47,85 Milers d'euros"
"CS19609";32;" Private";213002;10;" Single";"Not-in-family";" Blue-Collar";" White";" Female";0;1408;"40,5 h";"39,18 Milers d'euros"
"CS19610";22;" Private";27882;9;" Single";"Other-relative";" Service";" White";" Female";0;2205;"40 h";"35,45 Milers d'euros"
"CS19611";39;" Private";340543;10;" Married";"Not-in-family";" Sales";" Asian-Pac-Islander";" Female";0;0;"40,5 h";"39,76 Milers d'euros"
"CS19612";18;" Self-Employed";70240;9;" Single";"Wife";" Blue-Collar";" Asian-Pac-Islander";" Male";0;0;"40,5 h";"37,19 Milers d'euros"
"CS19613";43;" Private";87169;9;" Divorced";"Own-child";" White-Collar";" Black";" Female";0;0;"45 h";"42,59 Milers d'euros"
"CS19614";46;" Private";253759;9;" Single";"Unmarried";" Service";" White";" Male";0;0;"40,5 h";"46,87 Milers d'euros"
"CS19615";63;" Private";194431;10;" Married";"Other-relative";" Sales";" White";" Male";0;0;"48 h";"52,86 Milers d'euros"
"CS19616";40;" Other/Unknown";137843;10;" Married";"Husband";" Other/Unknown";" White";" Male";7298;0;"8,5 h";"46,59 Milers d'euros"
"CS19617";59;" Private";170649;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"60,5 h";"62,64 Milers d'euros"
"CS19618";40;" Government";182460;14;" Single";"Husband";" Professional";" White";" Female";0;0;"40 h";"45,5 Milers d'euros"
"CS19619";23;" Private";26929;9;" Single";"Not-in-family";" Service";" White";" Male";0;0;"35,5 h";"46,24 Milers d'euros"
"CS19620";64;" Other/Unknown";399022;9;" Married";"Own-child";" Other/Unknown";" White";" Male";0;0;"10,5 h";"48,3 Milers d'euros"
"CS19621";36;" Private";50171;11;" Married";"Husband";" Sales";" White";" Male";0;0;"60,5 h";"51,07 Milers d'euros"
"CS19622";48;" Private";218490;9;" Divorced";"Husband";" Blue-Collar";" White";" Female";0;0;"40,5 h";"46,45 Milers d'euros"
"CS19623";43;" Private";164423;10;" Married";"Unmarried";" Professional";" White";" Female";0;0;"40 h";"43,51 Milers d'euros"
"CS19624";18;" Private";124436;6;" Single";"Wife";" Service";" White";" Female";0;0;"30 h";"37,75 Milers d'euros"
"CS19625";17;" Private";60981;7;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"16 h";"48,58 Milers d'euros"
"CS19626";36;" Private";70868;15;" Married";"Own-child";" Professional";" White";" Male";0;0;"50,5 h";"58500 euros"
"CS19627";53;" Private";150601;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,51 Milers d'euros"
"CS19628";36;" Government";228500;10;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"39 h";"47,17 Milers d'euros"
"CS19629";20;" Private";76767;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"50,02 Milers d'euros"
"CS19630";22;" Private";218178;13;" Single";"Not-in-family";" Sales";" White";" Female";0;0;"60 h";"39,78 Milers d'euros"
"CS19631";34;" Private";615367;13;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"40,5 h";"53,88 Milers d'euros"
"CS19632";39;" Private";150324;7;" Divorced";"Husband";" Service";" White";" Male";0;0;"40 h";"49,79 Milers d'euros"
"CS19633";57;" Private";51264;10;" Widowed";"Own-child";" Service";" White";" Female";0;0;"40,5 h";"42,01 Milers d'euros"
"CS19634";30;" Private";197642;6;" Divorced";"Not-in-family";" Service";" White";" Female";0;0;"40,5 h";"35,47 Milers d'euros"
"CS19635";37;" Private";229895;15;" Married";"Unmarried";" Professional";" White";" Male";0;0;"60,5 h";"55,84 Milers d'euros"
"CS19636";51;" Private";167415;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,03 Milers d'euros"
"CS19637";38;" Private";166934;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"49,91 Milers d'euros"
"CS19638";34;" Private";305597;9;" Single";"Unmarried";" White-Collar";" White";" Female";0;0;"35 h";"42,54 Milers d'euros"
"CS19639";47;" Government";301591;9;" Married";"Unmarried";" White-Collar";" Black";" Female";0;0;"40 h";"52,08 Milers d'euros"
"CS19640";28;" Self-Employed";229646;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"52,09 Milers d'euros"
"CS19641";25;" Private";51461;6;" Single";"Husband";" Service";" White";" Male";0;0;"24,5 h";"46,05 Milers d'euros"
"CS19642";25;" Private";206600;10;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"60 h";"40,63 Milers d'euros"
"CS19643";50;" Private";176836;14;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"65,5 h";"60,87 Milers d'euros"
"CS19644";50;" Private";204447;9;" Married";"Husband";" Blue-Collar";" White";" Male";15024;0;"40,5 h";"56,65 Milers d'euros"
"CS19645";43;" Private";33304;13;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"48 h";"57,77 Milers d'euros"
"CS19646";27;" Private";174051;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"75,5 h";"52,71 Milers d'euros"
"CS19647";32;" Private";38918;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;1876;"50 h";"54,35 Milers d'euros"
"CS19648";44;" Private";170017;6;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"35,5 h";"51,34 Milers d'euros"
"CS19649";19;" Private";98466;9;" Single";"Unmarried";" Sales";" Black";" Female";0;0;"20,5 h";"42,75 Milers d'euros"
"CS19650";53;" Self-Employed";188864;10;" Widowed";"Unmarried";" White-Collar";" White";" Male";0;0;"40,5 h";"50,56 Milers d'euros"
"CS19651";21;" Private";137815;9;" Single";"Not-in-family";" Service";" White";" Male";0;0;"40,5 h";"48,92 Milers d'euros"
"CS19652";26;" Private";43475;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"50,5 Milers d'euros"
"CS19653";68;" Private";557236;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"12 h";"54,72 Milers d'euros"
"CS19654";31;" Private";32779;10;" Married";"Husband";" Sales";" White";" Male";0;419;"57 h";"53,41 Milers d'euros"
"CS19655";32;" Private";161765;13;" Single";"Husband";" White-Collar";" White";" Male";0;2051;"50 h";"56,5 Milers d'euros"
"CS19656";33;" Private";207668;14;" Single";"Other-relative";" White-Collar";" White";" Male";0;2444;"40,5 h";"54,56 Milers d'euros"
"CS19657";49;" Other/Unknown";171215;9;" Single";"Own-child";" Other/Unknown";" Black";" Male";0;0;"40,5 h";"35,33 Milers d'euros"
"CS19658";24;" Private";52590;7;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"65,5 h";"53,01 Milers d'euros"
"CS19659";30;" Private";183751;9;" Married";"Husband";" Sales";" White";" Male";0;0;"42 h";"51,66 Milers d'euros"
"CS19660";49;" Private";149507;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"52,44 Milers d'euros"
"CS19661";18;" Private";98092;7;" Single";"Husband";" Blue-Collar";" Black";" Male";0;0;"40,5 h";"45,34 Milers d'euros"
"CS19662";30;" Government";123714;10;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"37,5 h";"50,76 Milers d'euros"
"CS19663";51;" Private";190385;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,81 Milers d'euros"
"CS19664";52;" Private";334273;10;" Married";"Husband";" Professional";" White";" Male";0;0;"40 h";"52,83 Milers d'euros"
"CS19665";52;" Private";343440;9;" Divorced";"Husband";" Service";" White";" Male";0;0;"30 h";"46,97 Milers d'euros"
"CS19666";23;" Government";208302;9;" Single";"Other-relative";" Service";" Black";" Male";0;0;"32 h";"46,85 Milers d'euros"
"CS19667";23;" Self-Employed";280164;6;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"60,5 h";"47,82 Milers d'euros"
"CS19668";36;" Private";174714;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"48,5 h";"55,21 Milers d'euros"
"CS19669";19;" Private";184655;7;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"25,5 h";"49,25 Milers d'euros"
"CS19670";53;" Self-Employed";140459;9;" Married";"Other-relative";" Blue-Collar";" White";" Male";0;0;"60,5 h";"50,79 Milers d'euros"
"CS19671";17;" Private";108815;7;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"25,5 h";"47,55 Milers d'euros"
"CS19672";69;" Private";152652;9;" Widowed";"Own-child";" Blue-Collar";" White";" Female";0;0;"8,5 h";"39,59 Milers d'euros"
"CS19673";46;" Government";269499;13;" Divorced";"Not-in-family";" Professional";" White";" Female";0;0;"40,5 h";"43,15 Milers d'euros"
"CS19674";33;" Private";33373;9;" Separated";"Unmarried";" Service";" White";" Male";0;0;"46,5 h";"48980 euros"
"CS19675";40;" Private";243674;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"45 h";"57,25 Milers d'euros"
"CS19676";56;" Private";225432;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"60 h";"53,88 Milers d'euros"
"CS19677";29;" Government";215839;14;" Married";"Husband";" Professional";" White";" Male";0;0;"40,5 h";"56,47 Milers d'euros"
"CS19678";41;" Private";195520;10;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"38 h";"43,03 Milers d'euros"
"CS19679";22;" Private";70092;9;" Married";"Unmarried";" Sales";" White";" Male";0;0;"45,5 h";"50,5 Milers d'euros"
"CS19680";28;" Private";189888;4;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,4 Milers d'euros"
"CS19681";31;" Private";64307;13;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"46,5 h";"54,81 Milers d'euros"
"CS19682";35;" Private";94235;13;" Single";"Husband";" Professional";" White";" Female";0;0;"40 h";"41,34 Milers d'euros"
"CS19683";38;" Private";62333;10;" Married";"Not-in-family";" Blue-Collar";" Black";" Male";0;0;"40,5 h";"46,06 Milers d'euros"
"CS19684";17;" Private";260997;6;" Single";"Husband";" Service";" White";" Female";0;0;"10,5 h";"35,41 Milers d'euros"
"CS19685";39;" Private";146268;6;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,78 Milers d'euros"
"CS19686";27;" Self-Employed";147258;10;" Single";"Husband";" Service";" Black";" Male";0;0;"40 h";"38,67 Milers d'euros"
"CS19687";50;" Private";207948;9;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40,5 h";"41,99 Milers d'euros"
"CS19688";56;" Government";180607;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40 h";"60,45 Milers d'euros"
"CS19689";80;" Self-Employed";104996;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"20 h";"49,63 Milers d'euros"
"CS19690";38;" Self-Employed";562336;10;" Married";"Husband";" Blue-Collar";" White";" Female";0;0;"15,5 h";"42,21 Milers d'euros"
"CS19691";52;" Government";334366;9;" Married";"Wife";" Service";" Black";" Male";0;0;"40,5 h";"48,48 Milers d'euros"
"CS19692";26;" Government";142757;13;" Single";"Husband";" Professional";" Black";" Male";0;0;"38,5 h";"46,6 Milers d'euros"
"CS19693";43;" Private";220656;9;" Divorced";"Own-child";" Service";" Asian-Pac-Islander";" Female";0;0;"40 h";"37,7 Milers d'euros"
"CS19694";45;" Private";96483;13;" Single";"Own-child";" White-Collar";" White";" Female";0;0;"42 h";"40370 euros"
"CS19695";41;" Self-Employed";51744;11;" Married";"Not-in-family";" White-Collar";" Black";" Male";0;0;"40 h";"47,68 Milers d'euros"
"CS19696";30;" Private";114967;12;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"25 h";"41,86 Milers d'euros"
"CS19697";24;" Private";393965;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,7 Milers d'euros"
"CS19698";43;" Government";41838;10;" Divorced";"Husband";" Service";" White";" Female";2407;0;"20 h";"41,71 Milers d'euros"
"CS19699";44;" Private";143046;13;" Married";"Unmarried";" White-Collar";" White";" Male";0;0;"70 h";"59,94 Milers d'euros"
"CS19700";54;" Private";209174;9;" Divorced";"Husband";" Blue-Collar";" Black";" Male";0;0;"40 h";"46,05 Milers d'euros"
"CS19701";23;" Private";183248;13;" Single";"Not-in-family";" Professional";" White";" Female";0;0;"40 h";"38,59 Milers d'euros"
"CS19702";33;" Self-Employed";102942;9;" Married";"Own-child";" Sales";" White";" Male";0;2258;"60 h";"48,65 Milers d'euros"
"CS19703";18;" Private";427474;7;" Single";"Husband";" Service";" White";" Male";0;0;"16,5 h";"43,84 Milers d'euros"
"CS19704";38;" Private";338632;10;" Separated";"Own-child";" Professional";" White";" Female";0;0;"40 h";"35,75 Milers d'euros"
"CS19705";41;" Self-Employed";89559;11;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"45 h";"50,6 Milers d'euros"
"CS19706";22;" Other/Unknown";32533;8;" Single";"Husband";" Other/Unknown";" White";" Male";0;0;"48,5 h";"43,57 Milers d'euros"
"CS19707";66;" Self-Employed";255969;4;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"50,6 Milers d'euros"
"CS19708";70;" Other/Unknown";112376;9;" Married";"Husband";" Other/Unknown";" White";" Male";0;0;"40,5 h";"51,69 Milers d'euros"
"CS19709";58;" Self-Employed";346053;6;" Married";"Husband";" Blue-Collar";" White";" Female";0;0;"35,5 h";"40,92 Milers d'euros"
"CS19710";60;" Self-Employed";147653;14;" Divorced";"Wife";" Professional";" White";" Female";0;1977;"10,5 h";"36,54 Milers d'euros"
"CS19711";24;" Government";44915;6;" Single";"Unmarried";" Blue-Collar";" Black";" Male";0;0;"65,5 h";"45,79 Milers d'euros"
"CS19712";61;" Private";111450;7;" Divorced";"Unmarried";" Service";" White";" Female";0;0;"36,5 h";"38,82 Milers d'euros"
"CS19713";35;" Government";171429;13;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40 h";"60,83 Milers d'euros"
"CS19714";19;" Private";190964;10;" Single";"Husband";" Professional";" White";" Female";0;0;"40,5 h";"40,62 Milers d'euros"
"CS19715";52;" Private";109005;9;" Single";"Own-child";" White-Collar";" Black";" Female";0;0;"40 h";"45,51 Milers d'euros"
"CS19716";38;" Self-Employed";404453;13;" Married";"Unmarried";" Sales";" White";" Male";0;0;"50 h";"52,05 Milers d'euros"
"CS19717";39;" Self-Employed";280169;9;" Married";"Husband";" Sales";" White";" Male";7298;0;"40,5 h";"44,71 Milers d'euros"
"CS19718";33;" Self-Employed";163204;13;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"50,5 h";"50,83 Milers d'euros"
"CS19719";52;" Private";192256;9;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"40,5 h";"44,42 Milers d'euros"
"CS19720";41;" Private";181755;9;" Separated";"Unmarried";" Blue-Collar";" White";" Female";0;0;"44 h";"39,79 Milers d'euros"
"CS19721";37;" Private";183105;10;" Married";"Unmarried";" Sales";" White";" Male";0;0;"55,5 h";"50,65 Milers d'euros"
"CS19722";38;" Government";335168;13;" Married";"Husband";" Professional";" White";" Male";0;0;"45,5 h";"57,09 Milers d'euros"
"CS19723";27;" Private";86643;10;" Single";"Husband";" White-Collar";" White";" Female";0;0;"40 h";"44,33 Milers d'euros"
"CS19724";38;" Private";180262;14;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40 h";"45,65 Milers d'euros"
"CS19725";38;" Self-Employed";127865;13;" Married";"Unmarried";" Professional";" Asian-Pac-Islander";" Male";0;0;"60,5 h";"44,81 Milers d'euros"
"CS19726";49;" Self-Employed";146042;9;" Married";"Husband";" Service";" White";" Male";3103;0;"30,5 h";"49,13 Milers d'euros"
"CS19727";38;" Private";102110;13;" Single";"Husband";" Sales";" White";" Male";0;0;"45 h";"46,91 Milers d'euros"
"CS19728";22;" Private";152237;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"55 h";"54260 euros"
"CS19729";40;" Government";202745;12;" Married";"Other-relative";" Professional";" White";" Male";0;0;"40 h";"56,6 Milers d'euros"
"CS19730";20;" Private";199303;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"54870 euros"
"CS19731";34;" Government";266467;16;" Single";"Husband";" Professional";" White";" Female";0;0;"99 h";"46,91 Milers d'euros"
"CS19732";24;" Private";345259;14;" Single";"Not-in-family";" White-Collar";" White";" Male";0;0;"56 h";"55,42 Milers d'euros"
"CS19733";58;" Government";204935;13;" Separated";"Not-in-family";" Professional";" White";" Male";0;0;"40,5 h";"52,75 Milers d'euros"
"CS19734";24;" Private";244830;10;" Single";"Not-in-family";" White-Collar";" White";" Female";4787;0;"40 h";"40,01 Milers d'euros"
"CS19735";43;" Private";190457;9;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"45 h";"52,58 Milers d'euros"
"CS19736";38;" Private";180138;9;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40 h";"42,28 Milers d'euros"
"CS19737";42;" Private";166585;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40 h";"51,5 Milers d'euros"
"CS19738";27;" Private";29962;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"52,55 Milers d'euros"
"CS19739";18;" Private";191129;6;" Single";"Husband";" Sales";" White";" Female";0;0;"20,5 h";"37,03 Milers d'euros"
"CS19740";37;" Private";378707;9;" Single";"Own-child";" Blue-Collar";" Amer-Indian-Eskimo";" Male";0;0;"48,5 h";"41,26 Milers d'euros"
"CS19741";48;" Private";116358;9;" Divorced";"Other-relative";" Blue-Collar";" White";" Male";27828;0;"65 h";"51,35 Milers d'euros"
"CS19742";40;" Private";240629;4;" Separated";"Not-in-family";" Service";" White";" Female";0;0;"25 h";"37,42 Milers d'euros"
