"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS14185",28,"Private",9,"S","Husband","Blue-Collar","White","m",40.5,50.37,"Secundaria"
"CS14186",25,"Private",4,"M","Not-in-family","Blue-Collar","White","m",40.5,52.54,"Primaria"
"CS14187",31,"Private",10,"M","Husband","White-Collar","White","m",50,58.35,"Universitaria"
"CS14188",29,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,57.28,"Secundaria"
"CS14189",45,"Private",9,"W","Husband","White-Collar","White","f",35,46.51,"Secundaria"
"CS14190",69,"Private",4,"M","Unmarried","Service","White","m",20.5,48.53,"Primaria"
"CS14191",50,"Private",7,"M","Husband","Blue-Collar","Black","m",40,49.41,"Secundaria"
"CS14192",54,"Government",16,"M","Husband","Professional","White","m",46,61.74,"Postuniversitaria"
"CS14193",17,"Private",5,"S","Husband","Service","White","f",20.5,38.13,"Primaria"
"CS14194",34,"Private",9,"S","Own-child","Service","Asian-Pac-Islander","m",35,39.07,"Secundaria"
"CS14195",32,"Self-Employed",9,"M","Own-child","Service","White","f",5.5,33.29,"Secundaria"
"CS14196",23,"Private",10,"S","Wife","Blue-Collar","White","m",40.5,48.04,"Universitaria"
"CS14197",66,"Private",13,"M","Own-child","Professional","White","m",45.5,57.29,"Universitaria"
"CS14198",61,"Private",9,"M","Husband","Blue-Collar","White","m",40,54.88,"Secundaria"
"CS14199",55,"Private",10,"D","Husband","Blue-Collar","White","f",40.5,45.47,"Universitaria"
"CS14200",24,"Private",9,"S","Not-in-family","Blue-Collar","White","m",40,50.67,"Secundaria"
"CS14201",30,"Private",9,"D","Not-in-family","Sales","White","m",30.5,46.22,"Secundaria"
"CS14202",49,"Private",11,"D","Unmarried","White-Collar","White","m",45,55.11,"Universitaria"
"CS14203",21,"Other/Unknown",10,"S","Not-in-family","Other/Unknown","White","f",3,32.21,"Universitaria"
"CS14204",56,"Self-Employed",9,"M","Own-child","Sales","White","m",50.5,50.42,"Secundaria"
"CS14205",25,"Private",9,"M","Husband","Sales","White","m",40.5,49.13,"Secundaria"
"CS14206",49,"Private",13,"D","Husband","Service","White","m",40,51.72,"Universitaria"
"CS14207",58,"Private",13,"M","Not-in-family","Service","White","m",40.5,53.87,"Universitaria"
"CS14208",40,"Government",13,"S","Husband","White-Collar","White","m",40.5,60.3,"Universitaria"
"CS14209",62,"Private",14,"D","Not-in-family","Professional","White","f",45.5,46.98,"Postuniversitaria"
"CS14210",54,"Private",13,"M","Not-in-family","Service","White","m",25,52.82,"Universitaria"
"CS14211",34,"Self-Employed",11,"S","Husband","Service","White","f",40,37.24,"Universitaria"
"CS14212",18,"Private",6,"S","Other-relative","Blue-Collar","White","m",30.5,50.31,"Primaria"
"CS14213",28,"Other/Unknown",7,"S","Own-child","Other/Unknown","Black","f",40.5,30.18,"Secundaria"
"CS14214",32,"Private",9,"M","Not-in-family","Sales","Asian-Pac-Islander","m",40.5,39.48,"Secundaria"
"CS14215",22,"Government",13,"S","Husband","Professional","White","f",35.5,42.63,"Universitaria"
"CS14216",34,"Government",13,"S","Not-in-family","Professional","White","m",48.5,53.82,"Universitaria"
"CS14217",53,"Other/Unknown",13,"M","Not-in-family","Other/Unknown","White","m",30.5,51.34,"Universitaria"
"CS14218",47,"Private",9,"M","Husband","Service","White","m",40,52.59,"Secundaria"
"CS14219",19,"Private",10,"S","Husband","Sales","White","f",40.5,37.76,"Universitaria"
"CS14220",41,"Self-Employed",10,"M","Own-child","White-Collar","White","m",55.5,56.29,"Universitaria"
"CS14221",46,"Private",10,"M","Husband","Service","White","f",40,44.12,"Universitaria"
"CS14222",56,"Self-Employed",4,"D","Wife","Sales","White","m",20,43.42,"Primaria"
"CS14223",42,"Private",9,"D","Other-relative","Blue-Collar","Black","f",40,40.23,"Secundaria"
"CS14224",25,"Private",13,"S","Not-in-family","Professional","White","f",35.5,39.13,"Universitaria"
"CS14225",42,"Private",9,"M","Own-child","White-Collar","White","m",50,56.24,"Secundaria"
"CS14226",43,"Private",13,"D","Husband","Professional","White","f",40,39.61,"Universitaria"
"CS14227",17,"Private",7,"S","Not-in-family","Sales","White","f",12.5,35.73,"Secundaria"
"CS14228",57,"Self-Employed",4,"M","Own-child","Blue-Collar","White","m",40.5,50.57,"Primaria"
"CS14229",40,"Private",14,"M","Husband","White-Collar","White","m",50.5,59.51,"Postuniversitaria"
"CS14230",62,"Government",9,"W","Husband","Service","White","f",40.5,44.17,"Secundaria"
"CS14231",20,"Private",10,"S","Not-in-family","White-Collar","White","m",16.5,55.72,"Universitaria"
"CS14232",47,"Private",10,"M","Own-child","Blue-Collar","White","m",50,59.84,"Universitaria"
"CS14233",40,"Private",10,"M","Husband","White-Collar","White","m",40,59.13,"Universitaria"
"CS14234",44,"Private",9,"M","Husband","White-Collar","Asian-Pac-Islander","f",40,48.12,"Secundaria"
"CS14235",48,"Private",13,"M","Wife","Blue-Collar","White","m",55,55.48,"Universitaria"
"CS14236",39,"Self-Employed",11,"M","Husband","Blue-Collar","White","m",60,49.52,"Universitaria"
"CS14237",46,"Government",10,"M","Husband","Blue-Collar","Black","m",40.5,54.33,"Universitaria"
"CS14238",72,"Self-Employed",15,"M","Husband","Professional","White","m",50,51.81,"Postuniversitaria"
"CS14239",53,"Private",9,"M","Husband","Blue-Collar","White","m",30,55.04,"Secundaria"
"CS14240",47,"Government",10,"M","Husband","Blue-Collar","White","m",40.5,57.94,"Universitaria"
"CS14241",40,"Self-Employed",9,"D","Husband","Blue-Collar","White","m",45.5,50.48,"Secundaria"
"CS14242",34,"Private",9,"X","Not-in-family","Blue-Collar","Asian-Pac-Islander","m",40.5,40.84,"Secundaria"
"CS14243",41,"Private",9,"S","Not-in-family","White-Collar","White","m",40,53.28,"Secundaria"
"CS14244",41,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,54.73,"Secundaria"
"CS14245",20,"Private",10,"S","Husband","Blue-Collar","White","m",35.5,48.12,"Universitaria"
"CS14246",42,"Self-Employed",2,"M","Own-child","Sales","White","m",60.5,46.43,"Primaria"
"CS14247",54,"Government",13,"S","Husband","Professional","White","m",50.5,60.15,"Universitaria"
"CS14248",39,"Self-Employed",13,"M","Not-in-family","Professional","White","f",40.5,41.89,"Universitaria"
"CS14249",37,"Private",9,"D","Wife","Blue-Collar","White","m",40.5,50.79,"Secundaria"
"CS14250",59,"Private",16,"M","Not-in-family","Sales","White","m",40,54.38,"Postuniversitaria"
"CS14251",69,"Private",3,"M","Husband","White-Collar","White","m",40.5,56.61,"Primaria"
"CS14252",24,"Private",13,"S","Husband","Professional","Black","f",35,40.37,"Universitaria"
"CS14253",36,"Private",11,"M","Own-child","Blue-Collar","White","m",40.5,57.21,"Universitaria"
"CS14254",21,"Other/Unknown",10,"S","Husband","Other/Unknown","White","m",30.5,42.05,"Universitaria"
"CS14255",68,"Other/Unknown",9,"W","Own-child","Other/Unknown","White","m",32.5,48.18,"Secundaria"
"CS14256",20,"Private",10,"X","Not-in-family","Blue-Collar","White","m",40.5,50.34,"Universitaria"
"CS14257",26,"Self-Employed",11,"S","Not-in-family","Service","White","f",35,34.99,"Universitaria"
"CS14258",48,"Private",8,"W","Not-in-family","Blue-Collar","White","f",50,41.5,"Secundaria"
"CS14259",39,"Self-Employed",15,"M","Unmarried","Professional","White","m",50,51.42,"Postuniversitaria"
"CS14260",21,"Private",12,"S","Husband","Service","White","f",18,38.88,"Universitaria"
"CS14261",22,"Private",9,"S","Own-child","White-Collar","White","f",42.5,42.31,"Secundaria"
"CS14262",34,"Private",11,"D","Other-relative","Professional","White","f",40.5,42.58,"Universitaria"
"CS14263",33,"Private",10,"M","Unmarried","White-Collar","White","m",45.5,56.49,"Universitaria"
"CS14264",46,"Private",5,"M","Husband","Blue-Collar","White","m",40.5,54.39,"Primaria"
"CS14265",47,"Private",7,"M","Husband","Blue-Collar","White","m",40,54.81,"Secundaria"
"CS14266",65,"Private",13,"M","Husband","White-Collar","White","m",40,59.89,"Universitaria"
"CS14267",23,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,55.21,"Secundaria"
"CS14268",28,"Private",10,"S","Husband","Service","White","f",30.5,39.14,"Universitaria"
"CS14269",34,"Self-Employed",9,"D","Not-in-family","White-Collar","White","m",60.5,52.91,"Secundaria"
"CS14270",20,"Private",10,"S","Not-in-family","Service","White","m",40.5,47.44,"Universitaria"
"CS14271",28,"Private",7,"S","Not-in-family","White-Collar","White","m",40.5,46.88,"Secundaria"
"CS14272",52,"Self-Employed",13,"M","Not-in-family","White-Collar","White","m",60,57.02,"Universitaria"
"CS14273",40,"Government",14,"M","Husband","Professional","Asian-Pac-Islander","f",38,48.88,"Postuniversitaria"
"CS14274",22,"Private",13,"S","Wife","White-Collar","White","f",7,44.93,"Universitaria"
"CS14275",29,"Self-Employed",9,"M","Own-child","White-Collar","White","m",45.5,54.76,"Secundaria"
"CS14276",31,"Self-Employed",4,"M","Husband","Professional","White","m",60.5,48.86,"Primaria"
"CS14277",42,"Government",14,"M","Husband","Professional","White","m",40.5,58.89,"Postuniversitaria"
"CS14278",38,"Private",9,"S","Husband","Blue-Collar","Black","f",40.5,40.03,"Secundaria"
"CS14279",22,"Private",7,"M","Unmarried","Blue-Collar","White","m",70,51.52,"Secundaria"
"CS14280",21,"Other/Unknown",10,"S","Husband","Other/Unknown","White","m",40,42.28,"Universitaria"
"CS14281",43,"Private",5,"M","Own-child","White-Collar","White","m",40.5,56.91,"Primaria"
"CS14282",43,"Self-Employed",13,"M","Husband","White-Collar","White","m",50.5,55.98,"Universitaria"
"CS14283",33,"Private",10,"M","Husband","White-Collar","White","m",50.5,59.29,"Universitaria"
"CS14284",17,"Self-Employed",6,"S","Husband","Service","Black","m",35,34.73,"Primaria"
"CS14285",54,"Self-Employed",15,"M","Own-child","Professional","White","m",50,53.01,"Postuniversitaria"
"CS14286",45,"Private",9,"D","Husband","White-Collar","White","f",40.5,43.35,"Secundaria"
"CS14287",55,"Government",6,"M","Unmarried","Blue-Collar","White","m",45.5,56.34,"Primaria"
"CS14288",51,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",35.5,56.23,"Secundaria"
"CS14289",65,"Government",6,"D","Husband","Blue-Collar","White","m",40.5,55.19,"Primaria"
"CS14290",21,"Private",13,"S","Unmarried","Professional","Asian-Pac-Islander","f",45.5,39.16,"Universitaria"
"CS14291",40,"Private",9,"W","Own-child","Service","Black","f",40.5,39.4,"Secundaria"
"CS14292",58,"Private",10,"S","Unmarried","White-Collar","Black","f",37.5,46.5,"Universitaria"
"CS14293",53,"Government",9,"W","Not-in-family","White-Collar","White","f",58,47.84,"Secundaria"
"CS14294",39,"Private",14,"M","Not-in-family","Professional","White","m",50.5,54.56,"Postuniversitaria"
"CS14295",56,"Government",9,"M","Husband","Service","White","m",40,55.99,"Secundaria"
"CS14296",37,"Private",10,"M","Husband","White-Collar","White","m",50.5,59.59,"Universitaria"
"CS14297",44,"Private",13,"M","Husband","Blue-Collar","White","m",40.5,55.34,"Universitaria"
"CS14298",49,"Private",5,"X","Husband","Blue-Collar","White","m",38.5,48.42,"Primaria"
"CS14299",36,"Private",10,"M","Own-child","Blue-Collar","Asian-Pac-Islander","m",50,45.44,"Universitaria"
"CS14300",59,"Self-Employed",13,"M","Husband","Blue-Collar","White","m",60,55.69,"Universitaria"
"CS14301",33,"Private",9,"D","Husband","White-Collar","White","f",40,44.21,"Secundaria"
"CS14302",36,"Private",15,"S","Own-child","White-Collar","White","m",50,57.31,"Postuniversitaria"
"CS14303",26,"Private",10,"M","Not-in-family","White-Collar","White","f",25.5,46.75,"Universitaria"
"CS14304",22,"Private",6,"S","Wife","Sales","White","f",25.5,34.44,"Primaria"
"CS14305",25,"Private",14,"S","Not-in-family","White-Collar","White","m",40,56.49,"Postuniversitaria"
"CS14306",28,"Private",10,"M","Own-child","White-Collar","White","f",15.5,48.22,"Universitaria"
"CS14307",41,"Private",12,"D","Wife","White-Collar","White","f",38.5,42.68,"Universitaria"
"CS14308",45,"Private",11,"M","Unmarried","Blue-Collar","White","m",70.5,57.47,"Universitaria"
"CS14309",43,"Private",9,"M","Husband","Blue-Collar","White","m",40,54.49,"Secundaria"
"CS14310",30,"Private",5,"S","Husband","Blue-Collar","Black","m",40.5,46.78,"Primaria"
"CS14311",33,"Private",9,"M","Unmarried","Blue-Collar","White","m",50,52.79,"Secundaria"
"CS14312",34,"Private",10,"M","Unmarried","White-Collar","White","m",40,50.63,"Universitaria"
"CS14313",21,"Private",11,"S","Husband","Service","White","m",30.5,48.31,"Universitaria"
"CS14314",31,"Private",13,"M","Not-in-family","Sales","White","m",45.5,53.98,"Universitaria"
"CS14315",48,"Private",3,"M","Husband","Blue-Collar","White","m",40.5,54.1,"Primaria"
"CS14316",22,"Private",10,"S","Husband","White-Collar","White","f",20,39.95,"Universitaria"
"CS14317",47,"Private",10,"D","Own-child","Sales","White","f",60.5,39.04,"Universitaria"
"CS14318",27,"Private",13,"S","Unmarried","Service","Asian-Pac-Islander","f",40,37.68,"Universitaria"
"CS14319",18,"Private",7,"S","Not-in-family","Blue-Collar","White","m",25,47.92,"Secundaria"
"CS14320",43,"Private",14,"M","Not-in-family","Professional","White","m",40.5,55.09,"Postuniversitaria"
"CS14321",36,"Private",10,"W","Husband","Sales","White","f",20.5,36.45,"Universitaria"
"CS14322",37,"Government",9,"D","Not-in-family","Blue-Collar","White","m",40,55.85,"Secundaria"
"CS14323",24,"Private",11,"S","Not-in-family","Blue-Collar","White","m",20,50.81,"Universitaria"
"CS14324",24,"Private",9,"S","Own-child","Blue-Collar","White","m",40,48.95,"Secundaria"
"CS14325",38,"Private",13,"M","Not-in-family","Service","White","m",70.5,55.35,"Universitaria"
"CS14326",48,"Private",13,"M","Husband","White-Collar","Black","m",40.5,48.53,"Universitaria"
"CS14327",75,"Private",2,"M","Husband","Service","Black","f",16,43.16,"Primaria"
"CS14328",43,"Self-Employed",13,"D","Other-relative","Professional","White","m",70.5,54.26,"Universitaria"
"CS14329",64,"Private",13,"D","Not-in-family","White-Collar","White","f",50,49.64,"Universitaria"
"CS14330",67,"Other/Unknown",16,"M","Not-in-family","Other/Unknown","White","m",5.5,54.16,"Postuniversitaria"
"CS14331",36,"Private",9,"D","Husband","Sales","White","f",40.5,37.19,"Secundaria"
"CS14332",53,"Private",10,"M","Not-in-family","Service","White","m",40.5,52.5,"Universitaria"
"CS14333",22,"Private",10,"S","Husband","Professional","Black","m",20.5,36.15,"Universitaria"
"CS14334",73,"Self-Employed",9,"S","Not-in-family","Service","White","f",36,37.52,"Secundaria"
"CS14335",46,"Private",9,"D","Not-in-family","White-Collar","White","f",40.5,42.11,"Secundaria"
"CS14336",45,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40.5,55.33,"Secundaria"
"CS14337",43,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,55.44,"Secundaria"
"CS14338",20,"Private",9,"S","Husband","White-Collar","Black","m",20,46.17,"Secundaria"
"CS14339",43,"Government",10,"D","Own-child","Blue-Collar","Asian-Pac-Islander","m",40.5,51.04,"Universitaria"
"CS14340",21,"Private",8,"S","Not-in-family","White-Collar","Black","m",48.5,46.22,"Secundaria"
"CS14341",40,"Private",9,"X","Other-relative","Sales","Black","f",25.5,38.08,"Secundaria"
"CS14342",36,"Private",13,"M","Unmarried","Professional","White","m",40,53.22,"Universitaria"
"CS14343",64,"Self-Employed",13,"D","Husband","Sales","White","m",45,48.25,"Universitaria"
"CS14344",19,"Other/Unknown",10,"S","Not-in-family","Other/Unknown","White","f",40.5,39.47,"Universitaria"
"CS14345",46,"Private",10,"M","Own-child","Professional","White","m",38,52.27,"Universitaria"
"CS14346",46,"Government",14,"D","Husband","White-Collar","White","f",65,50.77,"Postuniversitaria"
"CS14347",41,"Government",13,"S","Unmarried","Professional","White","f",70,44.52,"Universitaria"
"CS14348",29,"Other/Unknown",10,"D","Not-in-family","Other/Unknown","White","f",8,32.46,"Universitaria"
"CS14349",28,"Private",10,"S","Unmarried","White-Collar","White","f",40,48.37,"Universitaria"
"CS14350",23,"Private",10,"M","Other-relative","Sales","White","m",45.5,49.61,"Universitaria"
"CS14351",30,"Government",13,"S","Husband","Service","White","f",60.5,45.8,"Universitaria"
"CS14352",44,"Private",13,"M","Not-in-family","White-Collar","White","f",40.5,48.89,"Universitaria"
"CS14353",27,"Private",9,"M","Not-in-family","Blue-Collar","White","m",45.5,54.02,"Secundaria"
"CS14354",25,"Private",9,"S","Husband","Service","White","f",34.5,37.42,"Secundaria"
"CS14355",29,"Private",6,"M","Unmarried","Blue-Collar","White","m",40.5,53.14,"Primaria"
"CS14356",54,"Private",9,"M","Husband","Blue-Collar","White","m",40,57,"Secundaria"
"CS14357",27,"Private",13,"S","Husband","Blue-Collar","White","m",65,52.95,"Universitaria"
"CS14358",34,"Private",9,"M","Not-in-family","Blue-Collar","White","m",35,52.25,"Secundaria"
"CS14359",38,"Private",10,"M","Husband","Sales","White","m",50,51.86,"Universitaria"
"CS14360",24,"Other/Unknown",9,"S","Husband","Other/Unknown","Amer-Indian-Eskimo","f",40.5,32.36,"Secundaria"
"CS14361",56,"Private",14,"M","Other-relative","Professional","White","f",40,46.23,"Postuniversitaria"
"CS14362",35,"Self-Employed",9,"M","Wife","Sales","White","m",62.5,50.99,"Secundaria"
"CS14363",23,"Other/Unknown",11,"S","Husband","Other/Unknown","Amer-Indian-Eskimo","f",30.5,35.87,"Universitaria"
"CS14364",23,"Private",10,"S","Not-in-family","Blue-Collar","White","m",40.5,50.82,"Universitaria"
"CS14365",19,"Private",10,"S","Not-in-family","Sales","Black","f",20.5,35.66,"Universitaria"
"CS14366",42,"Private",15,"M","Own-child","Professional","White","m",35,55.96,"Postuniversitaria"
"CS14367",46,"Private",13,"M","Husband","White-Collar","White","m",45,57.57,"Universitaria"
"CS14368",48,"Self-Employed",9,"D","Husband","Sales","Asian-Pac-Islander","f",30,40.46,"Secundaria"
"CS14369",27,"Private",9,"S","Unmarried","Sales","White","m",40,43.42,"Secundaria"
"CS14370",22,"Other/Unknown",12,"S","Not-in-family","Other/Unknown","White","m",15,43.97,"Universitaria"
"CS14371",49,"Self-Employed",10,"M","Other-relative","Sales","White","m",70,48.68,"Universitaria"
"CS14372",23,"Private",10,"S","Husband","Service","White","m",20.5,48.47,"Universitaria"
"CS14373",24,"Private",9,"S","Own-child","Service","White","m",40,44.4,"Secundaria"
"CS14374",34,"Private",9,"S","Own-child","Blue-Collar","Asian-Pac-Islander","m",40.5,41.39,"Secundaria"
"CS14375",25,"Government",9,"S","Own-child","Blue-Collar","White","m",40.5,54.34,"Secundaria"
"CS14376",33,"Self-Employed",10,"M","Own-child","Blue-Collar","White","m",50,50.22,"Universitaria"
